User-ID;ISBN;Book-Rating
edfffdfa;7127829847;6
6c66a236;6020732665;7
73bc7d27;5566593477;0
a6bfdd6c;1473645096;0
33f53bc7;125031318X;5
ea322fd0;4774604870;7
f739e4e4;3404861505;0
b2a92e00;2864049435;0
4b0a4d5d;9588267454;7
3d7d57c9;2156549338;7
e29dd049;4533569440;0
8ca4a4a1;4665645475;7
73bc7d27;8747036565;7
a9459d6c;3570293520;8
cfa5201f;2455098767;9
17a289ad;5563528775;7
9bc03366;5164108331;6
31465cfa;0439136350;7
9909e0e4;9696625065;9
9c2f8483;5873634072;9
650f766b;5563528775;6
dd2097ac;8864657875;8
2975b59c;9696625065;7
34ed34a6;3571587853;6
95aa29da;2428136882;0
87986496;1501711697;10
e9fdcae6;4334645812;10
f66df7ff;1008091786;0
3032bae5;3157190991;0
75832de7;4520645014;8
c21193e9;8733830437;10
31465cfa;4148616165;9
5b3e7c5a;2156549338;0
dd2097ac;4593002734;9
31515d68;8099241630;7
21f9a4c4;1052907176;7
f9f3c9c5;5437085760;8
6768617e;3523978147;9
0efce01a;6247033847;8
7d98ae39;8174053366;7
41c1fdca;8118898855;7
935368b2;7383994645;8
4b49dfa1;4855541949;8
44646281;1411561558;0
e8ead281;9991376737;8
df2bec4c;6493279925;0
7554a862;1846291686;9
d2a9d100;0451524934;8
5b899d59;6355896221;9
650f766b;1899482137;3
ed78b016;1005785260;10
95aa29da;5437085760;6
a64fe6b7;1008091786;6
1de642f6;2474353763;0
41c1fdca;9699048148;6
44646281;4855541949;8
3a4378d6;8196213218;10
34ed34a6;3404861505;7
f01cc4eb;4440793987;8
686af81c;9472914647;0
c74e411e;1107749869;8
f9bcb1dd;2951907129;10
4666818e;9741766011;10
cc9a615d;5552299639;5
3032bae5;4855541949;8
a5d61556;5237671876;8
c7da3077;4672563260;10
650f766b;6137042055;0
75832de7;7240150760;10
9bc03366;4803159902;0
8ca4a4a1;8532138949;5
2975b59c;4896467394;8
68c5b895;5183873932;0
72e209a8;8023296690;7
3517ed84;5599654036;0
4b343c2a;5264997375;5
71235ffe;9419021410;8
fc4b478f;6314724970;10
2b77e6ce;7537982291;0
4f5dfcc7;8859019697;5
50655f8b;8593025787;7
c74e411e;9972990575;0
59fd5976;8063920549;6
a91408a7;1594884797;8
8ca4a4a1;9849657402;8
ca514c7c;4530839079;8
3987cb78;9613997196;7
d2a9d100;8337603120;8
2a49548b;9419021410;9
2970e305;6964477945;7
a64fe6b7;1005785260;6
2b77e6ce;7688280675;7
d30ea04f;5093243876;8
4f56339d;2297641198;8
d1a8c1c2;7132945999;6
eb7e1fae;3297066316;6
63cb4066;5850873877;9
0caf653d;9941558494;8
dc62e3d3;4089225558;7
fca5d4d7;3472129669;10
0caf653d;4812530493;9
21f9a4c4;7147300163;0
ced92ffa;7087445883;0
686af81c;3890417215;6
3d7d57c9;3074177037;8
fca5d4d7;1008091786;7
9f04c2a7;9972990575;6
9f04c2a7;7092767665;9
71235ffe;7843343369;7
bf1f4558;2437142916;0
a0eff95a;3052337214;0
73bc7d27;8408792234;8
6c5ca55b;0345339703;8
ea322fd0;2103384891;0
4bb64b14;1749315006;7
9c2f8483;4115450845;9
a0eff95a;4111570091;9
f66df7ff;9858460864;8
1378f132;2807888880;8
a935e953;7383994645;7
db4bf5e5;8733830437;0
68c5b895;3859390034;0
9909e0e4;2188737964;7
843a2d88;8306401535;0
ed78b016;5444761577;9
42273ad1;4069743339;0
4107d061;5599654036;0
650f766b;4465999099;5
6c4165c3;2631295894;8
4416fb63;9976008720;6
6c5ca55b;0385504209;0
3ddb1bf3;5911477383;6
123350ea;9941558494;7
807b06fe;5441914390;0
41c1fdca;5437085760;9
c7da3077;7180640408;10
123350ea;6495412922;4
bc39588e;2515708632;0
0816d85e;3326927524;7
4b0a4d5d;7888394043;7
59fd5976;6945759328;8
26ca538b;7303526948;5
860e5c19;1919525936;8
2a49548b;8063920549;5
3f25f890;1778421600;0
356cefe7;8623380008;8
a64fe6b7;3052337214;5
3a4378d6;5925734710;7
92609be1;5804053925;9
c74e411e;2198385957;6
56122779;1872208975;9
f12cee00;3981731230;0
f9bcb1dd;2685550379;8
686af81c;9334044275;7
a64fe6b7;7484261086;6
3d7d57c9;6964477945;10
20be29f7;3157190991;7
3ddb1bf3;6858394506;8
51c9111e;3472129669;8
2970e305;6337032383;9
cfa5201f;3441695173;9
a64fe6b7;1360451387;0
6c5ca55b;5850919410;6
f8b00b3b;2297641198;5
de7bf279;4870112380;0
cd65ea43;5911477383;9
32488c3c;4803159902;7
bc39588e;2283390272;7
6f8910a8;9972990575;8
2970e305;9472914647;0
77b97e62;3122395882;9
df2bec4c;8733830437;7
4b0a4d5d;8661044224;8
16d7bb65;6858394506;8
a2f09487;6463188453;0
52ec0e78;8658548468;9
a64fe6b7;4756103861;6
c0576ebc;5633901562;8
fc4b478f;5237671876;4
7eaa08a1;4530839079;6
75832de7;8188045921;0
f9bcb1dd;3130573039;0
a91408a7;7092767665;5
b85313d9;8880072463;8
68c5b895;6601483708;7
259b69ff;7501854438;0
95aa29da;5850873877;0
710470dc;6232678046;7
31465cfa;1360451387;7
c0576ebc;4148616165;8
77817488;3188255557;9
75832de7;4238392523;6
e5290713;6314724970;0
6c66a236;2156549338;6
6e68e379;1920780028;7
71235ffe;8623380008;9
3a4378d6;1411561558;8
7eaa08a1;5525282720;10
6f8910a8;8481546724;0
710470dc;2685550379;8
1de642f6;4672563260;7
f739e4e4;1749315006;0
80bf7c67;2577170343;9
5b899d59;1280464174;7
77b97e62;6022254399;8
a9459d6c;0385514239;8
e9fdcae6;3023862147;6
92609be1;6070280643;0
0816d85e;6061500329;10
de7bf279;5526232728;7
41c1fdca;9991376737;0
21f9a4c4;8063920549;9
4666818e;8306401535;7
ea322fd0;0441172717;7
9f04c2a7;7146000442;9
6cb096e0;6773473272;8
17a289ad;6363150700;0
e5290713;5093243876;8
4f56339d;3438893284;6
a2f09487;5168133184;7
2970e305;1778421600;6
9bc03366;6858394506;7
8ca4a4a1;9405864904;0
42273ad1;9976008720;8
9bc03366;5584092730;8
3032bae5;2147770993;8
1de642f6;1963184514;7
72e209a8;5566593477;7
f01cc4eb;5441914390;10
2118dfd0;9696625065;6
9893f519;9979694059;0
a0eff95a;1116678776;0
20be29f7;1501110365;8
31465cfa;8566768791;8
b715c859;5309913901;4
ca514c7c;4465999099;9
68c5b895;1914658319;0
0caf653d;4528049783;0
33f53bc7;9212484646;0
6e68e379;4665645475;7
caef7200;1076114328;6
a91408a7;2274240382;6
e5290713;5936334404;0
7554a862;8847356747;7
b3ea66d6;4069743339;9
a0eff95a;3215682504;9
72ee60e7;9212484646;0
4b0a4d5d;1008091786;9
45952d4d;0743273565;8
33f53bc7;7619950719;7
a91408a7;5237671876;6
44646281;5850873877;10
88bd0f8e;9033270132;7
935368b2;3523978147;7
6c66a236;2297641198;0
20bb7000;5821877621;6
a3c6139f;5599654036;7
7554a862;3950945732;0
f41736a3;8687344247;9
a935e953;3701851923;0
807b06fe;2082048823;8
edfffdfa;2691248554;8
2118dfd0;1005785260;5
c7da3077;7314247767;8
2b7982c5;7115763614;9
a64fe6b7;7991929608;6
bf768b2d;9810659315;10
a9459d6c;3950945732;5
5b3e7c5a;1198943889;6
3d31f94d;7240150760;7
ca514c7c;4528049783;8
a9459d6c;9696625065;8
5e5c13ac;8234631119;0
43cf0bf1;3188255557;6
083f574d;9790943877;7
710470dc;3033624402;0
710470dc;5220040198;6
17a289ad;0345339738;7
807b06fe;7357863638;4
8ca4a4a1;7240150760;5
9faf8447;1821029911;8
57f36835;2455098767;9
5076a5b6;5168133184;7
860e5c19;8330458009;0
4f5dfcc7;0451524934;4
eb7e1fae;1846291686;8
50655f8b;1963184514;6
0caf653d;1821029911;6
a0eff95a;0141439513;0
7d98ae39;1336987885;10
77b97e62;8661044224;8
63cb4066;6337032383;6
2b7982c5;4148616165;7
c74e411e;9419021410;9
c558874e;3502911195;8
cfa5201f;0618260307;8
74e82020;3404861505;6
9fe0e8eb;9071118860;9
6768617e;7747672615;5
c30a809c;1473645096;8
42273ad1;7816169341;0
51c9111e;2188737964;8
3d7d57c9;9991376737;8
bfe6220b;7188803026;8
a5d61556;3775265003;9
fca5d4d7;4440793987;0
9c2f8483;7537982291;0
7eaa08a1;5634488466;8
b3930f6a;7875024467;9
92609be1;8859019697;8
20bb7000;1052907176;8
123350ea;5159368761;6
6f8910a8;3701851923;6
9526cc49;9337721653;5
9909e0e4;0618260307;0
44646281;5437085760;7
4b49dfa1;1866213449;8
d31dba26;1476239059;8
3ddb1bf3;6256041896;7
f8b00b3b;3215682504;9
1378f132;3157190991;8
e8ead281;5821877621;7
3032bae5;4069743339;7
64042d23;1720739140;0
5b3e7c5a;5599654036;0
5eeecd65;7216293207;7
74e82020;3967842739;0
50655f8b;1914658319;5
885d6510;5085874453;5
f8b00b3b;2577170343;8
1b628c8c;2130396979;6
d1a8c1c2;9790971671;5
59fd5976;8645735377;6
f01cc4eb;2368152086;7
32488c3c;8407122235;6
a9459d6c;1168165693;7
fc4b478f;2337843204;6
39b9b0d0;4334645812;0
ca514c7c;3438893284;7
a618ca68;7094425869;8
03b87354;9265064642;7
c7da3077;5178061783;8
c21193e9;1939823801;10
80bf7c67;4738387916;10
7554a862;0385514239;8
7eaa08a1;6773473272;9
9c2f8483;1113011196;10
882356af;6089208072;10
b3930f6a;0061120081;7
df2bec4c;2755293624;9
bda5a4d1;8118898855;9
a91408a7;2188737964;0
583ad10e;9976008720;8
0efce01a;2980992080;6
4107d061;3441695173;8
9f04c2a7;3658545265;10
b3ea66d6;7180640408;7
2b77e6ce;3441695173;7
4b343c2a;1846291686;8
4107d061;5164108331;0
bda5a4d1;9810659315;9
885d6510;8763468134;7
e0fc229a;1031332119;7
20be29f7;4529194335;7
a7c2220c;0141439513;8
259b69ff;4238808321;3
f9bcb1dd;5804053925;0
a618ca68;9849657402;9
42273ad1;1351543400;0
e29dd049;1352134985;8
1abd4bf7;9472914647;6
a08b1179;4494716170;9
7d98ae39;2455098767;6
3d31f94d;2568624489;6
6768617e;9627024167;0
1b628c8c;7619950719;5
6e68e379;9405864904;9
50655f8b;9703054362;10
71235ffe;8407122235;0
a935e953;1067675677;9
6c4165c3;8581821138;8
2970e305;6337032383;7
f12cee00;5159368761;7
50655f8b;8314208311;5
5076a5b6;1658252720;9
39b9b0d0;8142826364;6
2b7982c5;0439139597;0
935368b2;2558136940;6
088694e3;4756103861;0
2b77e6ce;4111570091;8
ca514c7c;1594884797;7
4666818e;1171960451;9
c0576ebc;6964477945;10
39b9b0d0;2631295894;7
b2a92e00;5738799711;8
1abd4bf7;1351543400;7
bfe6220b;2428136882;9
a08b1179;9015018347;7
3ddb1bf3;1872208975;9
cd65ea43;1143725282;5
af8965a7;3472129669;4
f8b00b3b;5525282720;0
c558874e;5371524054;10
1378f132;7338239942;9
123350ea;7338239942;9
6cb096e0;6070280643;0
2118dfd0;9089161041;5
21f9a4c4;5399804278;0
3d31f94d;2515708632;6
2970e305;7542428743;5
95aa29da;4803159902;10
29219ced;9752694229;8
d1a8c1c2;9419021410;0
79dc060b;3188255557;0
e9fdcae6;6218444362;8
75832de7;5044589927;0
650f766b;1411561558;7
4b0a4d5d;2788175751;8
a91408a7;4115345794;6
1ef0a58a;1950572808;9
95aa29da;1658252720;8
015676d0;1866213449;8
45952d4d;8337603120;9
88bd0f8e;5399804278;0
259b69ff;7707099955;8
50655f8b;2568624489;7
03b87354;4033942184;8
fc4b478f;3216022809;0
03cf8f1e;8063920549;7
d3bf34fa;4812530493;6
f9bcb1dd;9478061263;10
a5d61556;9752694229;0
3ddb1bf3;8481546724;7
807b06fe;4089225558;8
356cefe7;5584092730;7
356cefe7;9855929658;5
3517ed84;3890417215;8
59fd5976;8912396797;8
b6ce1935;8581192000;10
35f87b48;1501110365;0
63cb4066;4528049783;7
9909e0e4;4115450845;8
f12cee00;8408792234;8
71235ffe;6070280643;5
2118dfd0;0385514239;6
e5290713;1872208975;0
f0aa20e7;2103384891;7
03cf8f1e;1352134985;10
4107d061;1919525936;0
ced92ffa;4733197903;8
72e209a8;4081466261;7
21f9a4c4;5911477383;4
16d7bb65;1181736524;9
4017a3e2;4033942184;5
6c4165c3;1021557482;7
9c2f8483;9481192153;8
6c66a236;6256041896;0
16d7bb65;8859019697;7
a9459d6c;7619950719;8
6c4165c3;6337032383;0
44646281;8658548468;0
1378f132;3326927524;7
5b899d59;1594884797;8
db4b3227;9979694059;9
f12cee00;7875024467;10
27e17d0a;5437085760;8
6c4165c3;5525282720;8
44646281;2568624489;8
62612d95;6867661946;0
f01cc4eb;3514743257;5
f41736a3;6666253819;9
860e5c19;1872208975;6
3f25f890;4410487014;7
80bf7c67;1067675677;4
de7bf279;1931448118;9
44646281;4494716170;0
17a289ad;4081466261;9
21f9a4c4;4812530493;6
e0fc229a;6463188453;6
a08b1179;4738387916;8
34ed34a6;8623380008;7
3517ed84;1669277496;8
dc62e3d3;9972990575;0
de7bf279;7240150760;10
2975b59c;125031318X;7
43cf0bf1;2784911126;0
de7bf279;7620276445;0
e9fdcae6;2778442914;0
860e5c19;2575531657;0
16d7bb65;4945824511;8
f66df7ff;6453987479;8
75832de7;5159368761;7
015676d0;3122395882;0
d30ea04f;3502911195;0
4b49dfa1;2535808611;6
4666818e;5634488466;8
f12cee00;2274240382;8
56122779;4665645475;5
a08b1179;8234631119;0
20bb7000;6682492031;8
cd65ea43;7799205643;6
3517ed84;5473065332;7
31465cfa;5506717038;0
80bf7c67;3130573039;10
6cb096e0;8772809829;0
f8b00b3b;4672563260;9
31465cfa;1778421600;7
77817488;4733197903;10
f8b00b3b;7127829847;0
f41736a3;7350349453;10
edfffdfa;5371524054;8
c0576ebc;6369962676;10
43cf0bf1;5441914390;4
cfa5201f;5085874453;8
0816d85e;7501854438;0
f739e4e4;8407122235;0
62612d95;6247033847;10
72ee60e7;1855180733;8
34ed34a6;9208485795;7
259b69ff;8330458009;8
87986496;9890591807;8
c74e411e;6814349903;9
dc62e3d3;7577787905;0
4b49dfa1;5159368761;0
ca514c7c;3122395882;7
fc4b478f;2082048823;7
6c66a236;2778442914;9
50655f8b;8049319315;8
0816d85e;2156549338;7
5b899d59;1280464174;0
f12cee00;4945824511;0
bc39588e;5473065332;6
2e73f027;5530943885;7
807b06fe;7577787905;8
74e82020;3143879504;9
650f766b;2082048823;8
96d958c3;1899482137;7
a9459d6c;7180640408;7
71235ffe;4855541949;5
6e68e379;7592038960;8
7aa42fef;8149533521;8
63cb4066;1411561558;9
0816d85e;4084063260;9
a3c6139f;4593002734;8
6768617e;8864657875;8
1b628c8c;7542428743;9
caef7200;4855541949;0
75832de7;8733830437;7
7eaa08a1;5850873877;10
4bb64b14;5085874453;7
43cf0bf1;8142826364;10
c74e411e;3658545265;6
39b9b0d0;0061120081;9
083f574d;1658252720;7
db4b3227;3438536424;8
7eaa08a1;8772901024;7
9893f519;3411027389;8
57f36835;8912396797;0
bda5a4d1;2428136882;9
bf1f4558;5873650801;7
3517ed84;9212484646;8
f41736a3;4440793987;0
3d31f94d;9790943877;10
f739e4e4;5804053925;0
f739e4e4;1052907176;8
d30ea04f;125031318X;9
ced92ffa;1107749869;7
583ad10e;4530839079;8
123350ea;6876315480;6
7554a862;9071118860;9
5076a5b6;8007915544;0
a08b1179;8763468134;10
4a0d8916;6964477945;8
ed78b016;3297066316;8
2118dfd0;1116678776;7
c0576ebc;4528049783;9
4f4bc85b;5404823080;7
50655f8b;9696625065;7
4b343c2a;3411027389;8
a0eff95a;7707099955;4
3d31f94d;1280464174;5
63cb4066;4033942184;0
80bf7c67;7799205643;9
50655f8b;7547819535;6
6c5ca55b;6867791946;10
4b0a4d5d;8027589506;10
2118dfd0;9234556541;8
0caf653d;6876315480;6
a6bfdd6c;7044237213;8
259b69ff;3052337214;10
b3930f6a;3981731230;0
843a2d88;6137042055;8
a9459d6c;125031318X;8
a08b1179;5552299639;0
7aa42fef;1899482137;7
edfffdfa;5264997375;8
bda5a4d1;3570293520;7
6e68e379;9703054362;10
0816d85e;8234631119;5
2e73f027;9991376737;9
3987cb78;6666253819;0
5eeecd65;5164108331;7
0caf653d;2147770993;0
caef7200;5599654036;0
6e68e379;9179700918;7
c74e411e;8220618811;10
44646281;4190627031;0
a9459d6c;3502911195;8
dc62e3d3;5936334404;6
b85313d9;8142826364;6
9893f519;0061120081;0
43cf0bf1;2575531657;0
c21193e9;7044237213;7
a91408a7;9790943877;6
fca5d4d7;8034660156;7
af8965a7;4533569440;10
f8b00b3b;1411561558;0
882356af;7054704639;6
e0fc229a;2455098767;8
356cefe7;5094905725;0
807b06fe;1872208975;7
74e82020;4593002734;4
9893f519;5886702828;9
b715c859;3571587853;0
7eaa08a1;5164108331;7
6768617e;7338239942;7
123350ea;7542736609;7
9fe0e8eb;7592038960;10
4f56339d;6106742840;7
0615b4e4;2980992080;7
6c4165c3;9419021410;8
bfe6220b;7592038960;5
e0fc229a;5346804001;6
43cf0bf1;7906653431;6
4107d061;3529025290;0
bf1f4558;1168165693;7
882356af;0451524934;10
5b3e7c5a;4533569440;7
f9bcb1dd;0439136350;4
a08b1179;5159368761;9
9526cc49;8001112203;0
2118dfd0;5399804278;6
56122779;8522208504;7
32488c3c;8023296690;10
4bb64b14;1524927366;0
4b0a4d5d;3441695173;0
bda5a4d1;6381794193;8
a7c2220c;5925734710;0
a6bfdd6c;6074170925;0
a91408a7;2130396979;7
57f36835;9179700918;7
edfffdfa;7350349453;9
a5d61556;7132945999;7
17a289ad;5404823080;0
db4b3227;4738387916;0
2e73f027;5441914390;7
68c5b895;4465999099;9
4666818e;2147770993;10
3ddb1bf3;3188255557;9
4b0a4d5d;8607273334;0
3d7d57c9;3143879504;10
71235ffe;8532138949;7
95aa29da;3437947667;6
d3bf34fa;5563528775;10
123350ea;1590367180;0
4416fb63;3658545265;0
5e5c13ac;9790943877;9
4017a3e2;1005785260;9
77817488;8391176183;0
b3930f6a;9790943877;8
d30ea04f;5437085760;5
a08b1179;6022254399;0
dd2097ac;5633901562;8
fc4b478f;3570293520;9
ddf1eed4;9234556541;8
a0eff95a;5873634072;7
c74e411e;8847356747;0
d31dba26;4148616165;6
c30a809c;5738799711;5
686af81c;9941558494;6
21f9a4c4;5511479001;5
afb2fc68;5599654036;7
bda5a4d1;5584092730;7
2975b59c;2575531657;7
f9bcb1dd;1411561558;8
cfa5201f;2392457631;7
356cefe7;4998733274;5
ced92ffa;4733197903;6
cfa5201f;9337721653;8
b3ea66d6;7688280675;6
f66df7ff;2980992080;9
9f04c2a7;2856834827;6
7eaa08a1;4440793987;0
935368b2;2198385957;7
9f04c2a7;2535808611;6
2b77e6ce;1005785260;7
bc39588e;1899482137;8
1378f132;5164108331;9
3d31f94d;8736607385;7
74e82020;4937389881;8
0caf653d;3326927524;5
def827cc;6682492031;4
a08b1179;1700094679;8
51c9111e;6601483708;0
cfa5201f;7216293207;8
b3930f6a;9119940344;10
d1a8c1c2;8607273334;9
9faf8447;8174053366;9
f0aa20e7;9334044275;6
1378f132;4620713808;6
3d7d57c9;4810990066;6
57f36835;6858394506;7
a7c2220c;3514743257;0
77b97e62;4465545066;7
74e82020;7127829847;7
57f36835;2568624489;0
2f21a249;2235227112;8
64042d23;1076114328;8
edfffdfa;1502755476;8
f12cee00;1005785260;6
0efce01a;2297641198;5
73bc7d27;4735070010;9
29219ced;3117838710;5
807b06fe;5911477383;8
c7da3077;8063920549;7
2b77e6ce;6666253819;8
9faf8447;7518849780;9
9f04c2a7;9071118860;8
e8ead281;7115763614;6
9c2f8483;4900504509;0
20be29f7;6746060008;7
f8b00b3b;8011128449;0
de7bf279;8053904914;9
c0576ebc;2188737964;6
a6bfdd6c;2859743210;7
9893f519;5566593477;7
ea322fd0;5530943885;7
356cefe7;8658548468;10
d31dba26;7547819535;10
d30ea04f;2337843204;7
9c2f8483;8532138949;0
96d958c3;1574137704;0
6c4165c3;9763924983;5
259b69ff;8174053366;0
2b77e6ce;4703543167;7
4b0a4d5d;4468199320;8
77817488;1939823801;8
9893f519;5557041016;6
3f25f890;7115763614;0
a935e953;8532138949;8
9faf8447;8623380008;7
1abd4bf7;8391176183;6
1b628c8c;8733830437;7
87986496;3216022809;0
20bb7000;3514743257;8
6c4165c3;2856834827;7
f9f3c9c5;7991929608;6
4f5dfcc7;7115763614;6
21f9a4c4;5525501147;9
710470dc;4774604870;0
0615b4e4;4774604870;8
77817488;8034660156;0
0615b4e4;7620276445;10
5eeecd65;6987396598;5
4017a3e2;9656505352;0
4b343c2a;6137042055;0
77b97e62;1501711697;0
75832de7;8149533521;8
db4bf5e5;4937389881;6
ced92ffa;1411561558;8
843a2d88;4895964326;7
d2a9d100;4945824511;0
bc39588e;8763468134;7
caef7200;0441172717;9
63cb4066;3326927524;3
03cf8f1e;5936334404;0
f8b00b3b;6867791946;6
e8ead281;1899482137;8
7554a862;4870112380;8
3d31f94d;3033883668;6
5e5c13ac;5473065332;3
f12cee00;9419021410;0
7eaa08a1;4033942184;7
8ca4a4a1;2890497741;0
df2bec4c;6814349903;8
b2a92e00;4629732332;10
0caf653d;7132945999;3
6f8910a8;2756856502;0
59fd5976;125031318X;8
79dc060b;5264997375;7
2f21a249;7303526948;7
a2f09487;9855929658;0
015676d0;9071118860;0
20bb7000;1920780028;8
1de642f6;4520645014;9
f01cc4eb;1501711697;0
6c4165c3;4774604870;5
a6bfdd6c;2281619310;6
c30a809c;5371524054;0
db4bf5e5;1590367180;8
2a49548b;8001112203;0
583ad10e;5399804278;0
43cf0bf1;3033624402;8
64042d23;7613299479;5
74e82020;3033883668;7
6c66a236;4238392523;7
6f8910a8;1501711697;9
4f5dfcc7;9790971671;10
9893f519;7542428743;8
e8ead281;9071118860;0
f739e4e4;1476239059;7
1b628c8c;5925734710;6
b715c859;5557041016;7
a5d61556;0061120081;0
c30a809c;8023296690;6
2a49548b;7484261086;9
b715c859;4929329618;6
6cb096e0;0743273565;7
e29dd049;8007915544;6
a9459d6c;9481192153;7
d31dba26;3216022809;0
21f9a4c4;6337032383;7
a08b1179;4855541949;10
4f5dfcc7;7269002350;0
72e209a8;6858394506;6
16d7bb65;5501472164;0
3d7d57c9;2581487122;10
a2f09487;3890417215;7
f66df7ff;1709315918;6
3ddb1bf3;8174053366;8
ced92ffa;8522208504;0
d2a9d100;1931448118;7
9909e0e4;3216022809;7
2970e305;9405864904;8
cfa5201f;5237671876;10
f12cee00;6120910131;5
44646281;8188045921;7
87986496;2784911126;9
088694e3;3215682504;8
f66df7ff;5557041016;8
44646281;8623380008;7
64042d23;4465999099;10
3f25f890;2080759166;0
7eaa08a1;9972990575;7
e8ead281;8864657875;9
0caf653d;1950572808;10
bc39588e;2568624489;8
5eeecd65;4593002734;8
eb7e1fae;0553293354;7
015676d0;0439064872;10
17a289ad;8049319315;7
3987cb78;2337843204;5
2975b59c;1658252720;0
c21193e9;5525282720;6
6f8910a8;4870112380;7
6cb096e0;5085874453;9
c74e411e;1026403287;8
f739e4e4;7146000442;9
1abd4bf7;9810659315;6
e0fc229a;2568624489;7
a08b1179;2535808611;5
0caf653d;5437085760;8
7554a862;6682492031;8
2b7982c5;2392457631;0
74e82020;8330458009;10
de7bf279;3701851923;4
a6bfdd6c;2188737964;6
34ed34a6;7033400084;7
3d31f94d;8854034807;9
9893f519;1116678776;10
f12cee00;2297641198;10
75832de7;7987900743;4
9909e0e4;2130396979;5
20bb7000;9941558494;6
75832de7;8481546724;0
eb7e1fae;7747672615;9
de7bf279;9858460864;8
63cb4066;8143888133;8
9f04c2a7;3693529285;0
ca514c7c;5071175285;0
0615b4e4;8306401535;0
75832de7;1463214084;0
c558874e;2299877547;9
a618ca68;9696625065;0
4666818e;1052907176;7
ed78b016;9627024167;10
0efce01a;7044237213;7
1b628c8c;0553293354;8
2118dfd0;8912396797;10
f9bcb1dd;3472129669;7
50655f8b;6601483708;9
32488c3c;8658548468;0
6f8910a8;1720739140;7
5eeecd65;1501711697;7
41c1fdca;0142437204;5
b2a92e00;9790971671;7
1378f132;1280464174;8
4bb64b14;9972990575;8
95aa29da;6964477945;8
